SKU,QTY,Cost
XXXAW7160,5.0,26.34
XXXAW7161,8.0,12.76
XXXAW7162,7.0,9.0081
XXXAW7163,8.0,16.9552
XXXAW7164,5.0,15.64
XXXAW7165,5.0,8.8509
XXXAW7167,3.0,9.7
XXXAW7168,13.0,36.3171
XXXAW7170,3.0,30.87
XXXAW9399,1.0,34.69
XXXAW9426,1.0,23.0
XXXAW9426EUR,1.0,23.0
XXXAW975,1.0,38.28
XXXAWP3116,1.0,4.1
XXXAX1,9.0,3.66
XXXAX109,17.0,2.61
XXXAX112,3.0,6.578
XXXAX119,1.0,10.66
XXXAX129,1.0,3.303289
XXXAX25,3.0,3.809
XXXAX27,2.0,3.34
XXXAX3,3.0,4.12
XXXAX32,2.0,5.5
XXXAX32RK,1.0,6.2408
XXXAX40,2.0,5.873333
XXXAX54,3.0,1.575741
XXXAX66,1.0,59.55
XXXAX67,2.0,3.27
XXXAX69,1.0,5.3154
XXXAX69RK,1.0,4.94
XXXAX75,5.0,4.45
XXXAX83,11.0,2.47
XXXB1011,46.0,1.49
XXXB1012,2.0,1.89
XXXB1019,85.0,2.7
XXXB1023,2.0,24.53
XXXB1040,1.0,18.898
XXXB1053,1.0,7.28
XXXB1082,1.0,10.714
XXXB1097,4.0,1.62
XXXB1111,1.0,2.01
XXXB1112,2.0,2.8
XXXB1113,1.0,5.37
XXXB1114,2.0,4.51
XXXB1115,1.0,1.79
XXXB1116,2.0,5.72
XXXB1117,2.0,5.72
XXXB1V008PR,1.0,6.1
XXXB2001,9.0,5.8
XXXB2004,30.0,4.1
XXXB20132,2.0,35.74
XXXB2021,2.0,4.73
XXXB245,2.0,11.18
XXXB246,1.0,10.79
XXXB264,1.0,10.68
XXXB265,2.0,11.11
XXXB273,1.0,17.56
XXXB2745,38.0,1.67
XXXB295,2.0,14.88
XXXB3477,11.0,4.39
XXXB446,3.0,18.75
XXXB448,1.0,35.0
XXXB461,1.0,22.65
XXXB473,4.0,11.869
XXXB482,4.0,11.53
XXXB514,2.0,17.83
XXXB519,1.0,8.14
XXXB520,1.0,24.22
XXXB538,3.0,9.446789
XXXB553,2.0,9.67
XXXB569,1.0,12.73
XXXB589,1.0,26.94
XXXB61107B000,1.0,45.61
XXXB637,1.0,15.498921
XXXB643,5.0,3.94
XXXB670,3.0,9.24
XXXB675,1.0,9.24
XXXB698,1.0,11.283885
XXXB701,20.0,4.38
XXXB714,23.0,5.0
XXXB723,5.0,18.341486
XXXB725,3.0,7.52
XXXB752,1.0,30.02
XXXB759,1.0,11.616
XXXB761,116.0,3.4903
XXXB769,2.0,12.66
XXXB770,3.0,11.292869
XXXB771,5.0,13.51
XXXB774,4.0,12.1
XXXB776,3.0,10.835
XXXB777,15.0,6.50275
XXXB780,2.0,9.273
XXXB781,14.0,10.44
XXXB784,4.0,15.878005
XXXB803,2.0,8.206
XXXB80458,1.0,4.42
XXXB807,17.0,4.824406
XXXB810,3.0,10.66
XXXB811,1.0,20.32
XXXB815,1.0,18.436
XXXB8305,40.0,3.04
XXXB8305P,7.0,3.1317
XXXB8305PSET,2.0,19.670589
XXXB843,11.0,5.885549
XXXB852,4.0,12.0
XXXB860,1.0,16.639105
XXXB862,1.0,10.318
XXXB866,5.0,5.90642
XXXB867,1.0,12.41
XXXB868,1.0,19.08
XXXB886,1.0,11.2
XXXB901516,2.0,6.56
XXXB908,3.0,13.49
XXXB91,2.0,21.8
XXXB919,1.0,10.414303
XXXB920,1.0,12.364
XXXB922,1.0,17.433171
XXXB932,1.0,12.700197
XXXB941,52.0,4.7687
XXXB947,42.0,5.7225
XXXB948,1.0,18.216
XXXB952,1.0,17.455875
XXXB959,1.0,19.044779
XXXB962,3.0,15.425714
XXXB9797,10.0,5.27
XXXB986,47.0,5.77
XXXBA9S,1.0,0.08
XXXBACS437A0,1.0,268.516841
XXXBAWK750755,1.0,8.031079
XXXBAWK750756,1.0,8.031079
XXXBB157JSTD,1.0,51.75
XXXBB175J25,1.0,33.11
XXXBB175J50,1.0,33.11
XXXBB175JSTD,1.0,33.11
XXXBB423J.25,1.0,23.83
XXXBB423JSTD,2.0,16.54
XXXBB5Z5A772A,1.0,10.67
XXXBB623J,2.0,10.702769
XXXBB638J010,1.0,11.9
XXXBB8361,1.0,10.12
XXXBC102618,1.0,21.09
XXXBC115J50,1.0,50.91
XXXBC154J25,1.0,59.64
XXXBC154J50,1.0,59.64
XXXBC154JSTD,1.0,59.64
XXXBC296J010,1.0,12.8
XXXBC296JSTD,2.0,12.8
XXXBC317J,1.0,20.31
XXXBC427J.75,1.0,25.31
XXXBC453J020,1.0,25.43
XXXBC92952,1.0,67.92
XXXBC93051,1.0,8.2
XXXBC93107,1.0,27.039877
XXXBC93232,1.0,13.785959
XXXBC93244,1.0,10.964216
XXXBC93582,1.0,23.63
XXXBC93588,1.0,23.63
XXXBC93614,1.0,15.5
XXXBC93616,1.0,14.5
XXXBC93868,1.0,15.14
XXXBC93899,1.0,16.99
XXXBC93942,1.0,10.12
XXXBC93943,1.0,9.52
XXXBC94030,1.0,16.72
XXXBC94101,1.0,40.0
XXXBC94164,1.0,12.07
XXXBC94254,1.0,23.24
XXXBC94273,1.0,14.84
XXXBC94311,8.0,8.738166
XXXBC94324,1.0,10.91
XXXBC94367,1.0,27.3
XXXBC94368,5.0,4.77
XXXBC94372,1.0,12.553193
XXXBC94384,1.0,22.77
XXXBC94490,2.0,15.54
XXXBC94491,2.0,21.0
XXXBC94559,1.0,17.77
XXXBC94573,3.0,6.2
XXXBC94725,1.0,42.74
XXXBC94967,1.0,13.06
XXXBC94968,1.0,13.54
XXXBC95064,1.0,16.91
XXXBC95101,13.0,4.76
XXXBC95102,1.0,10.16
XXXBC95103,6.0,6.28
XXXBC95104,12.0,6.3
XXXBC95110,4.0,15.32
XXXBC95113,5.0,10.97
XXXBC95149,1.0,25.27
XXXBC95207,1.0,16.46
XXXBC95322,2.0,12.59
XXXBC95326,2.0,15.92
XXXBC95342,12.0,4.966631
XXXBC95344L,1.0,6.517479
XXXBC95344R,1.0,6.79
XXXBC95347,2.0,6.67516
XXXBC95351,4.0,6.81
XXXBC95389,1.0,16.63
XXXBC95420,3.0,6.14
XXXBC95421,2.0,4.54
XXXBC95425,2.0,6.019001
XXXBC95430,1.0,19.22
XXXBC95437,1.0,29.28
XXXBC95446,1.0,20.638389
XXXBC95472,1.0,6.03758
XXXBC95475,1.0,22.76251
XXXBC95502,1.0,10.09
XXXBC95503,1.0,14.84
XXXBC95522,1.0,7.12
XXXBC95528,1.0,16.0
XXXBC95533,1.0,6.588517
XXXBC95536,1.0,27.78
XXXBC95718,1.0,9.34
XXXBC95721,1.0,15.0
XXXBC95732,1.0,51.363969
XXXBC95800,1.0,8.82
XXXBC95807,2.0,14.89
XXXBC95813,155.0,3.77
XXXBC95814,1.0,14.28
XXXBC95822,2.0,12.31
XXXBC95862,1.0,64.309869
XXXBC95872,1.0,18.254199
XXXBC95880,2.0,9.44
XXXBC95881,4.0,13.27
XXXBC95912,1.0,14.99
XXXBC95913,1.0,29.84
XXXBC95968,1.0,24.51
XXXBC95978,1.0,14.64
XXXBC95984,1.0,11.79
XXXBC95998,2.0,7.470445
XXXBC95999,10.0,9.161834
XXXBC96001,3.0,6.46
XXXBC96002,1.0,22.1
XXXBC96038,1.0,32.43
XXXBC96039,3.0,33.02
XXXBC96041,1.0,25.72
XXXBC96046,3.0,21.16
XXXBC96048,4.0,6.97
XXXBC96049,1.0,26.15
XXXBC96050,1.0,14.0
XXXBC96052,1.0,18.6
XXXBC96059,1.0,41.12
XXXBC96060,1.0,19.18
XXXBC96098,1.0,23.5
XXXBC96101,3.0,6.46
XXXBC96125,1.0,7.470445
XXXBC96681,4.0,5.810346
XXXBC96814,1.0,40.17
XXXBC96872,1.0,54.99
XXXBC96873,1.0,111.88
XXXBC96885,1.0,75.88
XXXBC96965,1.0,30.84
XXXBC97145,2.0,18.779576
XXXBC97215,1.0,26.38
XXXBC97321,1.0,23.95
XXXBC97327,1.0,18.37
XXXBC97334,2.0,14.77
XXXBC97439,1.0,16.0
XXXBCA660005,2.0,16.67
XXXBCA660558,1.0,23.57
XXXBCA95809,1.0,20.0
XXXBCAHM88649,1.0,11.528853
XXXBCAM86610,1.0,3.937174
XXXBCAM86649,1.0,6.773958
XXXBD126530E,2.0,25.54
XXXBD180552E,1.0,36.89
XXXBD60946,1.0,0.5
XXXBD61302,3.0,0.45
XXXBG5533,1.0,15.44
XXXBH140004,1.0,19.56
XXXBH36562,2.0,10.34
XXXBH36718,2.0,12.14
XXXBH36847,1.0,8.44
XXXBH36854,1.0,5.85
XXXBH380038,1.0,9.66
XXXBH380189,3.0,14.22
XXXBH380190,1.0,8.27
XXXBH380194,1.0,28.36
XXXBH380225,2.0,5.66
XXXBH380226,2.0,11.54
XXXBH380264,1.0,8.71
XXXBH380295,1.0,15.276781
XXXBH380305,1.0,11.95
XXXBH380307,2.0,5.5
XXXBH380308,2.0,5.5
XXXBH380333,1.0,9.08
XXXBH380340,1.0,14.69308
XXXBH380343,1.0,16.43
XXXBH380344,3.0,14.55
XXXBH380460,2.0,7.68
XXXBH380461,2.0,7.68
XXXBH380556,1.0,12.48
XXXBH380747,2.0,4.38
XXXBH38080,1.0,6.53
XXXBH380889,1.0,22.15
XXXBH380975,1.0,15.629754
XXXBH380976,2.0,14.542116
XXXBH380979,1.0,14.2
XXXBH381052,2.0,15.32
XXXBH381053,2.0,11.75
XXXBH381102,1.0,17.51
XXXBH381142,4.0,6.86
XXXBH381143,3.0,3.61
XXXBH38121,1.0,8.14
XXXBH381338,2.0,9.33
XXXBH381365,2.0,11.44
XXXBH381378,1.0,18.88
XXXBH381379,3.0,13.97
XXXBH381513,5.0,17.26
XXXBH381514,1.0,16.54
XXXBH38182,2.0,9.190641
XXXBH382306,1.0,6.6
XXXBH382307,1.0,6.6
XXXBH382309,3.0,6.572076
XXXBH382310,3.0,12.91
XXXBH382312,4.0,7.11
XXXBH382313,3.0,7.11
XXXBH382315,2.0,11.99
XXXBH382321,3.0,15.29
XXXBH382322,2.0,23.45
XXXBH382325,2.0,5.83
XXXBH382326,2.0,6.94
XXXBH382339,5.0,27.38
XXXBH382342,1.0,29.71
XXXBH382345,1.0,25.28
XXXBH382348,3.0,22.295204
XXXBH382349,2.0,21.83
XXXBH382352,1.0,8.56
XXXBH382357,3.0,13.79
XXXBH382362,1.0,14.85
XXXBH382366,4.0,9.565695
XXXBH382367,20.0,9.167418
XXXBH382368,2.0,14.69
XXXBH382371,3.0,7.75
XXXBH382372,1.0,19.55
XXXBH382373,1.0,8.74
XXXBH382375,1.0,19.75
XXXBH382376,1.0,9.16
XXXBH382377,2.0,22.05
XXXBH382378,1.0,20.53
XXXBH382379,2.0,6.94
XXXBH382381,1.0,29.27
XXXBH382382,2.0,25.87
XXXBH382383,1.0,28.16
XXXBH382412,2.0,18.49
XXXBH382459,4.0,20.78
XXXBH382462,1.0,11.71
XXXBH382464,1.0,16.49
XXXBH382518,2.0,9.54
XXXBH382519,4.0,8.98
XXXBH382520,4.0,9.922829
XXXBH382521,2.0,15.57
XXXBH382522,4.0,13.568391
XXXBH382523,1.0,20.01
XXXBH382526,2.0,33.61
XXXBH382528,1.0,10.84
XXXBH382529,1.0,6.6
XXXBH382536,1.0,7.1
XXXBH382571,1.0,8.11
XXXBH382572,2.0,11.68
XXXBH382573,1.0,19.903807
XXXBH382607,1.0,14.26
XXXBH382682,2.0,15.24
XXXBH382683,2.0,15.22
XXXBH382696,1.0,10.99
XXXBH382753,1.0,14.86
XXXBH382757,1.0,7.66
XXXBH382762,1.0,12.77
XXXBH382763,1.0,12.77
XXXBH382764,2.0,9.09
XXXBH382765,2.0,9.09
XXXBH382893,4.0,16.37
XXXBH382897,2.0,1.0
XXXBH382902,1.0,15.360866
XXXBH382906,1.0,11.71
XXXBH382908,2.0,11.57
XXXBH382909,2.0,13.29
XXXBH382910,1.0,13.79
XXXBH382920,2.0,16.81
XXXBH382921,3.0,17.0
XXXBH383018,1.0,8.69
XXXBH383019,1.0,7.11
XXXBH383035EUR,1.0,6.38
XXXBH383200,1.0,18.31
XXXBH383294,6.0,2.268375
XXXBH383301,1.0,7.99
XXXBH383352,1.0,16.76
XXXBH383357,2.0,10.85
XXXBH383449,1.0,14.188204
XXXBH383516,7.0,14.96
XXXBH383524,2.0,18.185868
XXXBH383577,1.0,3.89
XXXBH383784,1.0,10.31
XXXBH383959,1.0,27.02
XXXBH38605,2.0,4.17
XXXBH38609,1.0,17.0
XXXBH38622,1.0,14.297607
XXXBH38623,1.0,16.186682
XXXBH38624,1.0,8.02
XXXBH38636,1.0,17.7
XXXBH38664,1.0,6.85
XXXBH38862,1.0,10.8
XXXBH38894,5.0,4.55
XXXBH38895,3.0,5.41
XXXBH621310,2.0,11.81
XXXBH621311,2.0,16.838919
XXXBH621314,1.0,18.3
XXXBHW347EEUR,1.0,78.2
XXXBJ86335,1.0,7.59
XXXBJIM,2.0,2.15
XXXBJIMF,1.0,13.26
XXXBJIMT,1.0,10.93
XXXBL3Z-6A968-C,1.0,12.15
XXXBL3Z-6A968-JD,1.0,15.4
XXXBL3Z-6L625-G,1.0,15.91
XXXBL3Z-6N652-B,1.0,5.36
XXXBL3Z-7B028-C,1.0,61.08
XXXBL3Z-7R081-D,1.0,124.98
XXXBL9YEUR,1.0,5.32
XXXBMPUMP01,1.0,41.25
XXXBP1092MS,1.0,23.0
XXXBP141,1.0,1.0
XXXBP74,1.0,0.63
XXXBP9055,1.0,2.73
XXXBR3Z-7124-KB,1.0,161.68
XXXBR3Z6375D,1.0,111.42
XXXBR54027,1.0,21.8
XXXBS40012,1.0,15.04
XXXBS40181,1.0,12.13
XXXBS40183,2.0,5.12
XXXBS40186,3.0,3.46
XXXBS40578,1.0,11.2
XXXBS40612,2.0,14.77
XXXBS40620,16.0,1.88
XXXBS40631,1.0,29.73
XXXBS40640,1.0,13.94
XXXBS40651,1.0,18.61
XXXBS40656,3.0,9.8
XXXBS40663,27.0,2.21
XXXBS40673,3.0,30.0
XXXBS40678,1.0,8.51
XXXBS40713,5.0,9.904557
XXXBS40734,9.0,23.17
XXXBSAM,6.0,7.64
XXXBSH8H11H9,1.0,0.99
XXXBT090,2.0,4.94
XXXBT09019,10.0,5.667273
XXXBT095,1.0,7.25466
XXXBT117,2.0,5.64
XXXBT128,5.0,4.35
XXXBT149,1.0,4.08
XXXBT163,2.0,3.67
XXXBT195,2.0,4.62
XXXBT262,6.0,1.91
XXXBT4,2.0,6.09
XXXBT4Z5A638A,2.0,1.87
XXXBT4Z5B759AB,1.0,1.62
XXXBT5,1.0,10.6
XXXBT76,2.0,3.46
XXXBT88,2.0,2.96
XXXBTC074,2.0,4.383571
XXXBTC074RBJ,3.0,3.63
XXXBTC104,1.0,8.123176
XXXBTC277,2.0,6.021477
XXXBTC368,2.0,4.62
XXXBTC738,2.0,7.479453
XXXBTME305,3.0,6.507772
XXXBTVW030010,24.0,5.948553
XXXBY60,7.0,13.73
XXXC10218,1.0,40.69
XXXC1A028ABEEUR,1.0,27.54
XXXC1Y007ABE,1.0,32.84
XXXC2000,1.0,13.75
XXXC3,1.0,5.52
XXXC3090,1.0,16.44
XXXC3210,1.0,14.56
XXXC3220,2.0,17.5
XXXC3859WS,1.0,16.38
XXXC4535,1.0,9.79
XXXC46347363,1.0,37.76
XXXC499,1.0,16.16
XXXC4Y010ABE,1.0,20.0
XXXC5348,1.0,25.85
XXXC5W,9.0,0.11
XXXC6289,2.0,17.64
XXXC65446,2.0,1.16
XXXC660000,3.0,17.86
XXXC660001,3.0,13.54
XXXC660130,1.0,18.31
XXXC660319,7.0,4.297551
XXXC660478,2.0,8.32
XXXC660520,1.0,38.81
XXXC660521,1.0,38.94
XXXC660556,1.0,17.15
XXXC660570,1.0,26.4
XXXC660890,1.0,11.16
XXXC660966,1.0,48.21
XXXC661223,3.0,13.24
XXXC661224,3.0,25.76
XXXC661228,1.0,15.63
XXXC66998,1.0,2.99
XXXC68329,1.0,4.03
XXXC69907,1.0,3.69
XXXC7ZZ13520,1.0,41.51
XXXC900,1.0,10.29
XXXC93617,1.0,16.22
XXXC93621,1.0,8.29
XXXC95274,1.0,16.96
XXXC95535,1.0,25.24
XXXCA10013,1.0,4.83
XXXCA10092,1.0,6.86
XXXCA10118,5.0,1.73
XXXCA10118-CRD,3.0,1.94
XXXCA10165EUR,1.0,9.15
XXXCA10173,3.0,2.43
XXXCA10192,2.0,2.19
XXXCA10228,2.0,2.38
XXXCA10242,9.0,4.11
XXXCA10261,1.0,13.44
XXXCA10262,9.0,7.07
XXXCA10348,3.0,2.312654
XXXCA10359EUR,1.0,10.08
XXXCA10432,1.0,1.91
XXXCA10466,2.0,2.92
XXXCA10516,4.0,2.15
XXXCA10544,2.0,6.15
XXXCA10578,1.0,5.84
XXXCA10626,4.0,3.56
XXXCA10755,6.0,2.197021
XXXCA10781,2.0,8.41
XXXCA11048,5.0,5.32
XXXCA11050,4.0,4.51
XXXCA11054,3.0,2.73
XXXCA11114,1.0,12.66
XXXCA11251,1.0,2.66
XXXCA11257,2.0,5.028998
XXXCA11441,6.0,2.0
XXXCA11456,1.0,3.08
XXXCA11480,3.0,5.38
XXXCA11482,3.0,2.56
XXXCA11494,2.0,7.22
XXXCA11877,2.0,4.15
XXXCA11958,4.0,6.62
XXXCA12061,1.0,6.26
XXXCA12091,8.0,8.19
XXXCA12112,2.0,7.76
XXXCA146,1.0,6.33
XXXCA192,1.0,2.53
XXXCA3001-B,5.0,6.92
XXXCA3001A,59.0,7.67
XXXCA3001M,12.0,4.91
XXXCA3002AL,21.0,8.25
XXXCA3002AR,22.0,8.25
XXXCA3002ML,1.0,9.09765
XXXCA3002MR,5.0,7.72
XXXCA3003A,16.0,8.6
XXXCA3003M,22.0,5.59
XXXCA325,1.0,11.264167
XXXCA327,1.0,4.76
XXXCA3324,1.0,16.76
XXXCA3373,5.0,1.8
XXXCA3559,1.0,1.82
XXXCA3660,11.0,1.629064
XXXCA3717,1.0,1.49
XXXCA3901,11.0,2.02
XXXCA3914,2.0,6.32
XXXCA3916,2.0,3.09137
XXXCA4309,4.0,2.15
XXXCA4524,1.0,4.096703
XXXCA5056,2.0,3.108083
XXXCA5058,1.0,4.14
XXXCA5741EUR,5.0,24.45
XXXCA6479,1.0,2.55
XXXCA6626,1.0,4.09
XXXCA7096,1.0,19.62
XXXCA7344,3.0,2.21
XXXCA7351,1.0,6.08
XXXCA7414,1.0,2.66
XXXCA7421,2.0,3.77
XXXCA7432,5.0,2.045545
XXXCA7440,15.0,1.73
XXXCA7597,1.0,1.968344
XXXCA7620,1.0,4.56
XXXCA7640,1.0,13.5
XXXCA7651EUR,1.0,6.91
XXXCA7730,1.0,10.273043
XXXCA8039,5.0,4.99
XXXCA8205,3.0,2.29
XXXCA8221,1.0,4.84
XXXCA8243,3.0,4.6
XXXCA8547,1.0,2.5
XXXCA8606,5.0,2.9
XXXCA8747,10.0,2.002481
XXXCA8754,6.0,2.01
XXXCA8755,6.0,5.73
XXXCA8756,1.0,5.73
XXXCA8817,14.0,2.39
XXXCA8997,1.0,2.05
XXXCA9053,3.0,2.636596
XXXCA9054,18.0,2.16
XXXCA9096EUR,1.0,11.0
XXXCA9345,4.0,6.6
XXXCA9401,6.0,4.3
XXXCA9402,4.0,1.92
XXXCA9492,3.0,2.77
XXXCA9516,1.0,42.23
XXXCA9620,2.0,3.72
XXXCA9662,7.0,4.77
XXXCA9687,2.0,6.71
XXXCA9762,1.0,9.14
XXXCA9778,3.0,4.057656
XXXCA9838,10.0,2.0
XXXCA9900,5.0,15.26
XXXCA9948,1.0,5.53
XXXCA9953,6.0,2.13
XXXCAK042,8.0,7.06
XXXCAR-278414CORE,1.0,41.67
XXXCARM6962,1.0,16.284864
XXXCATLJEEP,1.0,63.22
XXXCB1238P,2.0,1.99
XXXCB1269P,1.0,3.0
XXXCB663P,202.0,2.63
XXXCB663P-10,8.0,3.33
XXXCBC10R,1.0,28.87
XXXCBC40180,1.0,21.007861
XXXCBCP04F,1.0,30.72938
XXXCBCP04R,2.0,29.859903
XXXCBCP07F,3.0,29.458008
XXXCBCP07R,1.0,29.206977
XXXCBFF,2.0,23.181839
XXXCBS1148,1.0,29.24
XXXCBS1160,1.0,10.7
XXXCBS1332,1.0,48.87
XXXCC3033,2.0,1.6
XXXCC400,1.0,11.53
XXXCC407,1.0,9.92
XXXCC705,1.0,33.29
XXXCC782,2.0,19.67
XXXCC80551,1.0,101.559272
XXXCC824,1.0,68.79
XXXCC857,1.0,95.9
XXXCC859,2.0,61.86
XXXCC876,1.0,156.46
XXXCCH404EUR,1.0,3.7
XXXCCR1,1.0,18.57
XXXCCVJU041AA,1.0,4.55
XXXCD002,1.0,15.1
XXXCD1080H,1.0,17.545
XXXCD1818,1.0,22.45
XXXCD1857H,1.0,17.545
XXXCD1877H,1.0,17.545
XXXCD1886H,1.0,17.545
XXXCD1913H,1.0,17.545
XXXCD1914H,1.0,17.545
XXXCD1923H,1.0,17.545
XXXCD2025H,1.0,17.545
XXXCDO141209,1.0,23.099172
XXXCF1012,1.0,7.45
XXXCF10133,9.0,0.955718
XXXCF1021C,1.0,9.84
XXXCF10284,1.0,5.83
XXXCF10360,6.0,3.32
XXXCF10363,7.0,3.44
XXXCF10370,3.0,2.61
XXXCF10382,2.0,2.48
XXXCF10547,2.0,2.36
XXXCF1064,1.0,8.54
XXXCF10729,15.0,1.340565
XXXCF10729O,1.0,2.333715
XXXCF10747,9.0,1.295167
XXXCF10774,1.0,2.8
XXXCF11174,1.0,2.52
XXXCF11183,9.0,1.208639
XXXCF11279,1.0,1.28
XXXCF11668,1.0,10.64
XXXCF11775,1.0,4.63
XXXCF11809,2.0,4.27
XXXCF12150,2.0,7.05
XXXCF13064,1.0,44.08
XXXCF2290,2.0,2.15
XXXCF68071668AA,2.0,2.34
XXXCF8327,2.0,6.17
XXXCF8631,2.0,6.49
XXXCF8645,1.0,31.39
XXXCF9597,6.0,2.27
XXXCF9597OG,2.0,3.225892
XXXCF9686,2.0,6.67
XXXCFA118082EUR,1.0,12.03
XXXCH001S,3.0,123.616444
XXXCH077A,1.0,33.095556
XXXCH1002397,1.0,161.98
XXXCH1038173,3.0,8.51
XXXCH1038184,1.0,10.33
XXXCH1039173,1.0,8.51
XXXCH1047102,1.0,25.59
XXXCH1058129,1.0,7.1
XXXCH1068128,1.0,10.49
XXXCH1068146,1.0,11.97
XXXCH10759EUR,1.0,8.67
XXXCH1090145,1.0,37.5
XXXCH10955,25.0,1.241014
XXXCH112KJ,2.0,14.74
XXXCH112RB,4.0,15.55
XXXCH112RG,2.0,15.7
XXXCH112WJ,4.0,10.7
XXXCH112ZJ,14.0,23.0
XXXCH11475,1.0,9.23
XXXCH11665,16.0,2.05
XXXCH1185100,1.0,11.69
XXXCH1191110,1.0,48.2
XXXCH11DCL,3.0,23.11
XXXCH11PTC,2.0,18.7
XXXCH11ZJ,4.0,20.55
XXXCH1200179,1.0,39.47
XXXCH1200199,1.0,79.9
XXXCH1200244,1.0,84.79
XXXCH1228103,1.0,10.84
XXXCH1234109,1.0,17.3
XXXCH12418,1.0,14.39
XXXCH1244100,1.0,37.782712
XXXCH12ZJ,2.0,18.96
XXXCH1310111,1.0,10.51
XXXCH1310131,1.0,20.44
XXXCH1310142,2.0,30.614815
XXXCH1310146,1.0,23.93
XXXCH1311108,1.0,7.549553
XXXCH1311131,1.0,17.22
XXXCH1311146,1.0,22.34
XXXCH1311150L,3.0,29.72
XXXCH1311150R,1.0,29.72
XXXCH1311158,1.0,19.3
XXXCH1320101,1.0,30.26
XXXCH1320276,1.0,70.35
XXXCH1321101,1.0,31.07
XXXCH1321229,1.0,21.04
XXXCH1321265,1.0,25.11
XXXCH1321271,1.0,30.99
XXXCH1324116,1.0,8.28
XXXCH1324129,1.0,15.66
XXXCH1324134,1.0,12.26
XXXCH1325116,1.0,8.28
XXXCH1325129,1.0,15.66
XXXCH1325134,1.0,12.26
XXXCH1328100,1.0,27.69
XXXCH1329100,1.0,27.69
XXXCH1352106,2.0,7.56
XXXCH1353106,1.0,7.56
XXXCH1353110,1.0,11.16
XXXCH1353151,1.0,16.27
XXXCH1390104,29.0,4.9
XXXCH1391104,28.0,4.9
XXXCH1513101,1.0,15.75
XXXCH1513102,8.0,21.0
XXXCH1520124,6.0,11.07
XXXCH1520126,4.0,7.44
XXXCH1521124,3.0,20.6
XXXCH1521130,3.0,14.36481
XXXCH1550111,1.0,23.871224
XXXCH1552112,1.0,13.0
XXXCH1600101,3.0,13.91
XXXCH1601101,1.0,15.07
XXXCH1900121,1.0,149.85
XXXCH1915110,2.0,7.77
XXXCH1915118,2.0,7.77
XXXCH1918101,1.0,7.2
XXXCH208,3.0,1.5
XXXCH2502101,2.0,35.423088
XXXCH2502107,1.0,18.39
XXXCH2502133,1.0,33.22
XXXCH2502135,2.0,51.91
XXXCH2503101,1.0,36.87
XXXCH2503135,2.0,51.91
XXXCH2503135SMOKED,1.0,74.8
XXXCH2503175,1.0,99.34
XXXCH2513109B,2.0,5.0
XXXCH2518108,1.0,22.73
XXXCH2519108,1.0,22.73
XXXCH2520104,1.0,5.35
XXXCH2520122,1.0,41.61
XXXCH2520131,2.0,6.44
XXXCH2520144,1.0,13.47
XXXCH2521104,1.0,5.35
XXXCH2521120,2.0,7.63
XXXCH2526102,1.0,11.7933
XXXCH2527102,1.0,11.7933
XXXCH2530101,1.0,3.89
XXXCH2531101,1.0,4.28
XXXCH2531105,1.0,10.74
XXXCH2550120,1.0,1.83
XXXCH2550127,1.0,12.98
XXXCH2550128,1.0,1.62
XXXCH2551120,1.0,1.92
XXXCH2592/3109SET,1.0,25.48
XXXCH2592/3147SET,1.0,64.03
XXXCH2592121,3.0,16.23
XXXCH2592123,1.0,37.39
XXXCH2592126,2.0,18.56
XXXCH2592127SET,1.0,24.8
XXXCH2592135,2.0,15.124
XXXCH2592137,1.0,15.19
XXXCH2592153SET,6.0,23.89
XXXCH2593123,1.0,38.7
XXXCH2593147,1.0,28.08
XXXCH2594102,1.0,19.75
XXXCH2800122,2.0,17.8
XXXCH2800147,1.0,18.95
XXXCH2800203,1.0,77.02
XXXCH2800209,1.0,42.98
XXXCH2800218-1218P,2.0,90.54
XXXCH2801105,1.0,16.69
XXXCH2801122,1.0,17.82
XXXCH2801122/0122,1.0,54.12
XXXCH2801147,1.0,19.36
XXXCH2801150,1.0,21.79
XXXCH2801209,1.0,42.98
XXXCH2818126,1.0,33.06
XXXCH2819126,2.0,33.06
XXXCH307,1.0,1.51
XXXCH310,2.0,3.844698
XXXCH3508,3.0,49.23
XXXCH3509,3.0,59.76
XXXCH3513,1.0,69.87
XXXCH4015,1.0,8.63
XXXCH411,6.0,4.37
XXXCH5976EUR,1.0,5.17
XXXCH6012,5.0,3.33
XXXCH78,2.0,1.16
XXXCH801A,2.0,19.502152
XXXCH8022,1.0,13.25
XXXCH8040,2.0,57.47
XXXCH8087ECOEUR,1.0,7.48
XXXCH8100,2.0,59.35
XXXCH8110,2.0,59.28
XXXCH822106A,2.0,47.950513
XXXCH822128,1.0,37.0
XXXCH8276,1.0,68.46
XXXCH8367,1.0,41.8
XXXCH8412,1.0,76.496428
XXXCH8712EUR,1.0,7.8
XXXCH8765,23.0,1.391857
XXXCH903EUR,4.0,12.35
XXXCH9549,1.0,20.09
XXXCH9584,1.0,2.41
XXXCHBJ17289,2.0,22.79
XXXCHCAR05LR,2.0,16.72
XXXCHES10101,2.0,27.95
XXXCHES17246,1.0,17.65
XXXCHS/71,8.0,2.4107
XXXCHSB10807,1.0,3.1
XXXCHWB12783,1.0,34.0
XXXCK1577,1.0,23.4
XXXCK620054,1.0,33.18
